Invoice_ID,Date,Day,Month,Time,Gender,Location,City,Is_Member?,Category,Price,Quantity,Total_Amount,Sales_Category,Payment,Rating
600792216,2018-03-06,Tuesday,March,2026-06-03 17:04:00,Male,Park Lane,Dallas,Yes,Clothing,42.0,7,294.0,Medium,Card,5
567867755,2018-02-03,Saturday,February,2026-06-03 20:59:00,Female,Brookfield,NewYork,No,Furniture,86.0,3,258.0,Medium,Cash,2
597934753,2018-03-26,Monday,March,2026-06-03 16:46:00,Female,Brookfield,NewYork,No,Clothing,19.0,6,114.0,Low,Card,3
419033295,2018-03-24,Saturday,March,2026-06-03 15:57:00,Male,Water Tower,Chicago,Yes,Furniture,68.0,2,136.0,Low,Gpay,4
8795029,2018-01-19,Friday,January,2026-06-03 17:03:00,Female,Brookfield,NewYork,No,Clothing,4.0,2,8.0,Low,Card,2
912473338,2018-02-25,Sunday,February,2026-06-03 11:27:00,Male,Park Lane,Dallas,No,Sporting,41.0,7,287.0,Medium,Gpay,1
209725428,2018-03-20,Tuesday,March,2026-06-03 12:45:00,Female,Water Tower,Chicago,Yes,Sporting,79.0,7,553.0,High,Gpay,1
460044751,2018-02-22,Thursday,February,2026-06-03 16:20:00,Male,Brookfield,NewYork,No,Fashion,45.0,5,225.0,Medium,Cash,4
191736512,2018-02-14,Wednesday,February,2026-06-03 14:13:00,Female,Park Lane,Dallas,No,Sporting,60.0,6,360.0,Medium,Cash,1
979973145,2018-01-14,Sunday,January,2026-06-03 19:26:00,Female,Brookfield,NewYork,Yes,Sporting,79.0,4,316.0,Medium,Gpay,4
43371182,2018-01-28,Sunday,January,2026-06-03 19:24:00,Male,Park Lane,Dallas,Yes,Clothing,75.0,7,525.0,High,Cash,2
613811022,2018-01-09,Tuesday,January,2026-06-03 20:55:00,Male,Water Tower,Chicago,No,Clothing,24.0,7,168.0,Low,Cash,4
673603546,2018-03-26,Monday,March,2026-06-03 10:11:00,Female,Water Tower,Chicago,No,Groceries,40.0,5,200.0,Low,Gpay,1
328132417,2018-01-03,Wednesday,January,2026-06-03 19:01:00,Female,Water Tower,Chicago,No,Fashion,9.0,2,18.0,Low,Cash,2
325924536,2018-03-04,Sunday,March,2026-06-03 10:38:00,Female,Park Lane,Dallas,No,Clothing,16.0,7,112.0,Low,Gpay,3
747705702,2018-02-07,Wednesday,February,2026-06-03 13:57:00,Male,Brookfield,NewYork,Yes,Books,31.0,5,155.0,Low,Gpay,1
450817216,2018-02-07,Wednesday,February,2026-06-03 10:57:00,Female,Water Tower,Chicago,Yes,Furniture,79.0,7,553.0,High,Gpay,4
315624039,2018-03-30,Friday,March,2026-06-03 19:45:00,Female,Water Tower,Chicago,Yes,Groceries,99.0,7,693.0,High,Gpay,3
888822600,2018-01-12,Friday,January,2026-06-03 19:49:00,Female,Water Tower,Chicago,No,Groceries,4.0,2,8.0,Low,Card,5
896399395,2018-02-15,Thursday,February,2026-06-03 14:36:00,Male,Park Lane,Dallas,Yes,Clothing,26.0,7,182.0,Low,Cash,2
20548577,2018-01-07,Sunday,January,2026-06-03 14:00:00,Male,Park Lane,Dallas,Yes,Furniture,43.0,2,86.0,Low,Gpay,5
500850764,2018-03-19,Monday,March,2026-06-03 14:04:00,Female,Water Tower,Chicago,No,Groceries,67.0,1,67.0,Low,Gpay,1
466598448,2018-02-02,Friday,February,2026-06-03 18:50:00,Female,Brookfield,NewYork,No,Books,78.0,7,546.0,High,Gpay,5
265371038,2018-02-26,Monday,February,2026-06-03 13:53:00,Male,Brookfield,NewYork,Yes,Sporting,29.0,1,29.0,Low,Card,4
175938157,2018-03-28,Wednesday,March,2026-06-03 12:58:00,Female,Brookfield,NewYork,Yes,Fashion,62.0,4,248.0,Medium,Gpay,5
839600262,2018-01-05,Friday,January,2026-06-03 19:30:00,Female,Park Lane,Dallas,Yes,Groceries,32.0,2,64.0,Low,Cash,1
885253494,2018-03-24,Saturday,March,2026-06-03 12:52:00,Male,Park Lane,Dallas,Yes,Sporting,53.0,1,53.0,Low,Gpay,4
180545139,2018-03-14,Wednesday,March,2026-06-03 10:46:00,Female,Brookfield,NewYork,Yes,Clothing,87.0,7,609.0,High,Gpay,1
227063423,2018-01-16,Tuesday,January,2026-06-03 16:38:00,Male,Water Tower,Chicago,No,Books,47.0,4,188.0,Low,Gpay,3
500777576,2018-03-22,Thursday,March,2026-06-03 12:22:00,Female,Water Tower,Chicago,No,Sporting,60.0,7,420.0,High,Gpay,5
426576006,2018-01-22,Monday,January,2026-06-03 17:34:00,Female,Brookfield,NewYork,No,Sporting,21.0,1,21.0,Low,Gpay,5
934647292,2018-01-18,Thursday,January,2026-06-03 11:26:00,Male,Water Tower,Chicago,No,Fashion,59.0,6,354.0,Medium,Cash,4
975443414,2018-03-30,Friday,March,2026-06-03 12:58:00,Male,Park Lane,Dallas,No,Groceries,23.0,3,69.0,Low,Card,2
858716993,2018-02-03,Saturday,February,2026-06-03 17:38:00,Male,Water Tower,Chicago,Yes,Furniture,56.0,4,224.0,Medium,Gpay,4
776761484,2018-01-29,Monday,January,2026-06-03 17:59:00,Female,Water Tower,Chicago,No,Clothing,4.0,5,20.0,Low,Gpay,5
798252244,2018-01-23,Tuesday,January,2026-06-03 11:05:00,Male,Park Lane,Dallas,Yes,Sporting,51.0,7,357.0,Medium,Gpay,2
595065138,2018-02-17,Saturday,February,2026-06-03 13:55:00,Male,Park Lane,Dallas,No,Fashion,21.0,2,42.0,Low,Gpay,3
366083315,2018-03-11,Sunday,March,2026-06-03 13:54:00,Female,Park Lane,Dallas,No,Groceries,68.0,5,340.0,Medium,Gpay,3
746011173,2018-02-17,Saturday,February,2026-06-03 18:31:00,Male,Brookfield,NewYork,No,Books,51.0,7,357.0,Medium,Gpay,5
687132774,2018-03-11,Sunday,March,2026-06-03 13:21:00,Female,Park Lane,Dallas,No,Sporting,26.0,2,52.0,Low,Gpay,3
554361739,2018-01-02,Tuesday,January,2026-06-03 17:24:00,Male,Brookfield,NewYork,Yes,Books,97.0,6,582.0,High,Cash,4
563130623,2018-02-27,Tuesday,February,2026-06-03 10:41:00,Male,Park Lane,Dallas,No,Furniture,23.0,5,115.0,Low,Gpay,4
380354826,2018-03-04,Sunday,March,2026-06-03 12:10:00,Female,Water Tower,Chicago,No,Fashion,28.0,7,196.0,Low,Gpay,5
107399414,2018-03-17,Saturday,March,2026-06-03 10:16:00,Male,Brookfield,NewYork,Yes,Groceries,65.0,3,195.0,Low,Card,2
851267575,2018-01-07,Sunday,January,2026-06-03 12:07:00,Male,Water Tower,Chicago,No,Books,74.0,1,74.0,Low,Gpay,5
437093770,2018-02-07,Wednesday,February,2026-06-03 16:42:00,Female,Park Lane,Dallas,Yes,Sporting,4.0,1,4.0,Low,Cash,2
177764380,2018-02-17,Saturday,February,2026-06-03 17:37:00,Male,Water Tower,Chicago,Yes,Furniture,50.0,4,200.0,Low,Card,4
36054637,2018-02-17,Saturday,February,2026-06-03 11:15:00,Male,Water Tower,Chicago,Yes,Clothing,56.0,5,280.0,Medium,Cash,5
127420911,2018-02-21,Wednesday,February,2026-06-03 15:06:00,Male,Water Tower,Chicago,Yes,Groceries,39.0,7,273.0,Medium,Cash,3
709746437,2018-01-07,Sunday,January,2026-06-03 13:22:00,Male,Park Lane,Dallas,Yes,Groceries,39.0,5,195.0,Low,Card,3
867695625,2018-01-17,Wednesday,January,2026-06-03 19:46:00,Male,Water Tower,Chicago,No,Clothing,36.0,7,252.0,Medium,Card,5
336967276,2018-01-19,Friday,January,2026-06-03 17:54:00,Male,Brookfield,NewYork,No,Books,36.0,1,36.0,Low,Cash,5
677779969,2018-01-26,Friday,January,2026-06-03 17:08:00,Male,Water Tower,Chicago,Yes,Books,14.0,2,28.0,Low,Gpay,2
401666792,2018-02-07,Wednesday,February,2026-06-03 12:17:00,Female,Brookfield,NewYork,Yes,Furniture,51.0,6,306.0,Medium,Gpay,2
616515038,2018-03-10,Saturday,March,2026-06-03 14:12:00,Female,Water Tower,Chicago,Yes,Groceries,10.0,2,20.0,Low,Cash,5
160906524,2018-01-25,Thursday,January,2026-06-03 11:51:00,Female,Park Lane,Dallas,No,Fashion,25.0,7,175.0,Low,Gpay,2
978363495,2018-03-23,Friday,March,2026-06-03 14:13:00,Male,Water Tower,Chicago,No,Groceries,9.0,3,27.0,Low,Gpay,2
198509753,2018-01-19,Friday,January,2026-06-03 17:10:00,Male,Park Lane,Dallas,Yes,Furniture,11.0,5,55.0,Low,Gpay,1
580839402,2018-02-08,Thursday,February,2026-06-03 18:30:00,Female,Brookfield,NewYork,No,Clothing,63.0,6,378.0,Medium,Card,5
533156738,2018-03-24,Saturday,March,2026-06-03 13:57:00,Male,Water Tower,Chicago,No,Clothing,3.0,2,6.0,Low,Cash,4
117522526,2018-02-03,Saturday,February,2026-06-03 10:40:00,Male,Park Lane,Dallas,No,Books,13.0,3,39.0,Low,Gpay,1
727593101,2018-03-02,Friday,March,2026-06-03 16:06:00,Male,Park Lane,Dallas,Yes,Groceries,77.0,2,154.0,Low,Card,3
446636139,2018-01-20,Saturday,January,2026-06-03 16:51:00,Male,Brookfield,NewYork,Yes,Books,42.0,3,126.0,Low,Card,1
993368037,2018-01-26,Friday,January,2026-06-03 15:29:00,Female,Water Tower,Chicago,Yes,Fashion,43.0,7,301.0,Medium,Gpay,3
435094946,2018-01-12,Friday,January,2026-06-03 10:54:00,Male,Brookfield,NewYork,No,Sporting,80.0,6,480.0,High,Cash,5
842361554,2018-01-14,Sunday,January,2026-06-03 16:17:00,Male,Brookfield,NewYork,Yes,Clothing,5.0,1,5.0,Low,Cash,2
964002523,2018-03-04,Sunday,March,2026-06-03 17:38:00,Male,Water Tower,Chicago,No,Sporting,56.0,6,336.0,Medium,Cash,2
719679728,2018-01-13,Saturday,January,2026-06-03 15:29:00,Male,Water Tower,Chicago,Yes,Books,87.0,5,435.0,High,Cash,4
748990073,2018-03-12,Monday,March,2026-06-03 20:15:00,Male,Water Tower,Chicago,No,Sporting,26.0,3,78.0,Low,Cash,5
407802065,2018-02-14,Wednesday,February,2026-06-03 18:03:00,Female,Brookfield,NewYork,No,Sporting,94.0,2,188.0,Low,Gpay,3
515862366,2018-02-12,Monday,February,2026-06-03 10:57:00,Female,Park Lane,Dallas,No,Sporting,94.0,6,564.0,High,Card,3
42787009,2018-03-28,Wednesday,March,2026-06-03 11:25:00,Female,Park Lane,Dallas,Yes,Clothing,30.0,3,90.0,Low,Card,5
780195692,2018-02-20,Tuesday,February,2026-06-03 12:42:00,Female,Park Lane,Dallas,No,Books,29.0,6,174.0,Low,Cash,1
881639873,2018-02-27,Tuesday,February,2026-06-03 15:05:00,Male,Park Lane,Dallas,Yes,Fashion,64.0,1,64.0,Low,Gpay,5
443388850,2018-02-05,Monday,February,2026-06-03 16:31:00,Male,Brookfield,NewYork,Yes,Furniture,97.0,5,485.0,High,Card,4
635503529,2018-03-24,Saturday,March,2026-06-03 15:17:00,Male,Water Tower,Chicago,No,Books,61.0,6,366.0,Medium,Cash,5
774895188,2018-02-07,Wednesday,February,2026-06-03 20:29:00,Female,Brookfield,NewYork,Yes,Books,17.0,6,102.0,Low,Card,1
194154086,2018-02-11,Sunday,February,2026-06-03 16:28:00,Female,Brookfield,NewYork,Yes,Furniture,4.0,5,20.0,Low,Gpay,4
191782944,2018-01-20,Saturday,January,2026-06-03 19:28:00,Female,Brookfield,NewYork,Yes,Clothing,43.0,1,43.0,Low,Card,1
949506131,2018-02-08,Thursday,February,2026-06-03 10:43:00,Male,Brookfield,NewYork,Yes,Sporting,50.0,6,300.0,Medium,Gpay,2
866328026,2018-01-03,Wednesday,January,2026-06-03 14:41:00,Male,Water Tower,Chicago,Yes,Sporting,61.0,1,61.0,Low,Gpay,2
43708341,2018-03-05,Monday,March,2026-06-03 15:54:00,Male,Park Lane,Dallas,Yes,Groceries,37.0,3,111.0,Low,Card,4
337106518,2018-01-01,Monday,January,2026-06-03 12:08:00,Male,Water Tower,Chicago,Yes,Groceries,19.0,3,57.0,Low,Gpay,3
663329867,2018-02-02,Friday,February,2026-06-03 14:27:00,Female,Brookfield,NewYork,Yes,Books,5.0,6,30.0,Low,Gpay,3
419221776,2018-01-31,Wednesday,January,2026-06-03 20:36:00,Female,Park Lane,Dallas,Yes,Sporting,38.0,4,152.0,Low,Cash,5
745600525,2018-03-27,Tuesday,March,2026-06-03 13:45:00,Male,Park Lane,Dallas,Yes,Sporting,75.0,7,525.0,High,Card,5
208190296,2018-03-06,Tuesday,March,2026-06-03 13:05:00,Male,Brookfield,NewYork,No,Sporting,3.0,6,18.0,Low,Card,2
4315051,2018-02-06,Tuesday,February,2026-06-03 10:00:00,Male,Park Lane,Dallas,No,Furniture,32.0,3,96.0,Low,Gpay,1
456069400,2018-03-09,Friday,March,2026-06-03 15:21:00,Female,Water Tower,Chicago,No,Clothing,6.0,2,12.0,Low,Cash,2
198592951,2018-03-16,Friday,March,2026-06-03 15:53:00,Female,Brookfield,NewYork,Yes,Groceries,72.0,7,504.0,High,Cash,3
127206426,2018-01-20,Saturday,January,2026-06-03 18:17:00,Male,Park Lane,Dallas,No,Clothing,70.0,1,70.0,Low,Card,1
812090406,2018-03-29,Thursday,March,2026-06-03 12:32:00,Male,Park Lane,Dallas,Yes,Fashion,67.0,5,335.0,Medium,Gpay,5
277220872,2018-01-17,Wednesday,January,2026-06-03 19:08:00,Male,Park Lane,Dallas,Yes,Clothing,15.0,6,90.0,Low,Card,3
366492621,2018-02-22,Thursday,February,2026-06-03 20:18:00,Male,Water Tower,Chicago,No,Clothing,5.0,5,25.0,Low,Gpay,5
258316154,2018-02-24,Saturday,February,2026-06-03 18:24:00,Male,Water Tower,Chicago,No,Fashion,1.0,7,7.0,Low,Card,4
122309285,2018-01-26,Friday,January,2026-06-03 15:07:00,Male,Water Tower,Chicago,Yes,Furniture,54.0,2,108.0,Low,Card,1
555703265,2018-02-25,Sunday,February,2026-06-03 19:48:00,Male,Brookfield,NewYork,No,Groceries,52.0,4,208.0,Medium,Gpay,3
911408389,2018-02-27,Tuesday,February,2026-06-03 10:18:00,Male,Water Tower,Chicago,Yes,Groceries,18.0,5,90.0,Low,Card,2
675873533,2018-03-02,Friday,March,2026-06-03 15:19:00,Female,Water Tower,Chicago,No,Furniture,62.0,2,124.0,Low,Card,4
866739244,2018-01-02,Tuesday,January,2026-06-03 12:14:00,Female,Brookfield,NewYork,Yes,Books,14.0,7,98.0,Low,Gpay,1
512879237,2018-01-06,Saturday,January,2026-06-03 20:37:00,Female,Park Lane,Dallas,Yes,Fashion,86.0,6,516.0,High,Card,5
260820560,2018-02-28,Wednesday,February,2026-06-03 20:21:00,Male,Park Lane,Dallas,No,Clothing,29.0,5,145.0,Low,Gpay,5
541985844,2018-01-24,Wednesday,January,2026-06-03 13:22:00,Female,Brookfield,NewYork,No,Fashion,69.0,6,414.0,High,Gpay,1
9436913,2018-01-27,Saturday,January,2026-06-03 14:26:00,Female,Park Lane,Dallas,No,Groceries,9.0,4,36.0,Low,Cash,2
262498476,2018-03-28,Wednesday,March,2026-06-03 13:23:00,Female,Park Lane,Dallas,Yes,Books,59.0,7,413.0,High,Gpay,2
442355183,2018-03-25,Sunday,March,2026-06-03 14:48:00,Female,Brookfield,NewYork,Yes,Fashion,87.0,2,174.0,Low,Cash,3
217802268,2018-01-19,Friday,January,2026-06-03 12:20:00,Male,Water Tower,Chicago,No,Furniture,70.0,3,210.0,Medium,Cash,2
68624343,2018-03-08,Thursday,March,2026-06-03 19:16:00,Male,Water Tower,Chicago,No,Sporting,97.0,2,194.0,Low,Gpay,4
48392594,2018-02-04,Sunday,February,2026-06-03 18:06:00,Female,Brookfield,NewYork,Yes,Clothing,49.0,7,343.0,Medium,Cash,1
478164051,2018-01-25,Thursday,January,2026-06-03 13:00:00,Male,Brookfield,NewYork,Yes,Books,6.0,6,36.0,Low,Gpay,5
723722504,2018-01-05,Friday,January,2026-06-03 20:50:00,Female,Water Tower,Chicago,No,Furniture,3.0,2,6.0,Low,Gpay,1
510014671,2018-02-22,Thursday,February,2026-06-03 19:12:00,Female,Brookfield,NewYork,No,Furniture,39.0,4,156.0,Low,Gpay,4
895009015,2018-03-13,Tuesday,March,2026-06-03 10:53:00,Female,Park Lane,Dallas,Yes,Fashion,97.0,4,388.0,Medium,Card,5
995068874,2018-01-31,Wednesday,January,2026-06-03 17:36:00,Male,Brookfield,NewYork,No,Furniture,34.0,6,204.0,Medium,Card,3
210787158,2018-03-25,Sunday,March,2026-06-03 19:17:00,Male,Park Lane,Dallas,Yes,Clothing,15.0,5,75.0,Low,Cash,4
939718527,2018-03-03,Saturday,March,2026-06-03 20:04:00,Female,Water Tower,Chicago,Yes,Books,97.0,7,679.0,High,Cash,2
140174468,2018-01-27,Saturday,January,2026-06-03 20:29:00,Male,Brookfield,NewYork,No,Sporting,61.0,2,122.0,Low,Cash,3
977135436,2018-01-12,Friday,January,2026-06-03 19:25:00,Female,Park Lane,Dallas,No,Sporting,38.0,3,114.0,Low,Card,3
8832185,2018-03-03,Saturday,March,2026-06-03 11:23:00,Female,Park Lane,Dallas,No,Fashion,44.0,4,176.0,Low,Gpay,1
373494614,2018-02-27,Tuesday,February,2026-06-03 12:21:00,Female,Park Lane,Dallas,No,Fashion,49.0,2,98.0,Low,Card,1
425924757,2018-01-04,Thursday,January,2026-06-03 16:47:00,Female,Park Lane,Dallas,Yes,Groceries,67.0,4,268.0,Medium,Card,4
264102536,2018-02-07,Wednesday,February,2026-06-03 19:28:00,Female,Brookfield,NewYork,No,Furniture,88.0,4,352.0,Medium,Cash,3
376560178,2018-03-26,Monday,March,2026-06-03 10:00:00,Male,Water Tower,Chicago,Yes,Books,2.0,2,4.0,Low,Card,4
113991887,2018-01-15,Monday,January,2026-06-03 18:43:00,Male,Brookfield,NewYork,No,Books,85.0,7,595.0,High,Card,4
985931753,2018-02-02,Friday,February,2026-06-03 13:12:00,Male,Park Lane,Dallas,No,Books,41.0,4,164.0,Low,Card,2
482096810,2018-01-25,Thursday,January,2026-06-03 13:32:00,Female,Brookfield,NewYork,Yes,Clothing,91.0,4,364.0,Medium,Card,3
294501073,2018-03-20,Tuesday,March,2026-06-03 19:50:00,Female,Water Tower,Chicago,No,Sporting,21.0,1,21.0,Low,Card,1
928762219,2018-02-27,Tuesday,February,2026-06-03 14:55:00,Male,Brookfield,NewYork,Yes,Groceries,84.0,1,84.0,Low,Card,5
487004803,2018-01-17,Wednesday,January,2026-06-03 20:30:00,Male,Water Tower,Chicago,No,Clothing,56.0,6,336.0,Medium,Gpay,2
582323814,2018-01-13,Saturday,January,2026-06-03 20:06:00,Male,Brookfield,NewYork,Yes,Fashion,5.0,4,20.0,Low,Cash,2
513905846,2018-01-28,Sunday,January,2026-06-03 20:42:00,Female,Water Tower,Chicago,Yes,Clothing,36.0,5,180.0,Low,Card,3
289206319,2018-01-11,Thursday,January,2026-06-03 14:53:00,Male,Water Tower,Chicago,No,Groceries,68.0,1,68.0,Low,Cash,5
257338584,2018-03-23,Friday,March,2026-06-03 10:09:00,Female,Water Tower,Chicago,Yes,Books,34.0,3,102.0,Low,Gpay,5
58932351,2018-03-01,Thursday,March,2026-06-03 15:39:00,Female,Water Tower,Chicago,Yes,Fashion,32.0,1,32.0,Low,Gpay,4
602936337,2018-01-24,Wednesday,January,2026-06-03 15:42:00,Male,Water Tower,Chicago,No,Sporting,17.0,6,102.0,Low,Cash,1
404247810,2018-03-05,Monday,March,2026-06-03 13:41:00,Male,Park Lane,Dallas,No,Furniture,98.0,6,588.0,High,Gpay,5
465624646,2018-01-19,Friday,January,2026-06-03 10:30:00,Female,Brookfield,NewYork,Yes,Books,67.0,7,469.0,High,Cash,3
219007732,2018-03-16,Friday,March,2026-06-03 13:25:00,Male,Brookfield,NewYork,No,Clothing,71.0,1,71.0,Low,Cash,4
916085444,2018-03-20,Tuesday,March,2026-06-03 14:38:00,Male,Brookfield,NewYork,No,Fashion,91.0,4,364.0,Medium,Gpay,1
662413753,2018-02-07,Wednesday,February,2026-06-03 18:14:00,Male,Brookfield,NewYork,Yes,Books,48.0,6,288.0,Medium,Gpay,1
702839682,2018-03-29,Thursday,March,2026-06-03 13:46:00,Female,Water Tower,Chicago,Yes,Sporting,73.0,5,365.0,Medium,Card,5
585656963,2018-01-10,Wednesday,January,2026-06-03 14:35:00,Female,Park Lane,Dallas,Yes,Groceries,71.0,1,71.0,Low,Card,5
253581497,2018-01-24,Wednesday,January,2026-06-03 14:15:00,Male,Water Tower,Chicago,Yes,Furniture,97.0,7,679.0,High,Cash,5
882131997,2018-03-19,Monday,March,2026-06-03 18:31:00,Female,Brookfield,NewYork,Yes,Sporting,72.0,2,144.0,Low,Gpay,4
462468336,2018-02-02,Friday,February,2026-06-03 13:18:00,Male,Park Lane,Dallas,Yes,Furniture,80.0,4,320.0,Medium,Card,2
629406644,2018-02-11,Sunday,February,2026-06-03 18:02:00,Male,Brookfield,NewYork,Yes,Groceries,30.0,4,120.0,Low,Gpay,1
474601530,2018-03-08,Thursday,March,2026-06-03 15:18:00,Female,Brookfield,NewYork,No,Sporting,70.0,3,210.0,Medium,Gpay,4
462439346,2018-03-06,Tuesday,March,2026-06-03 11:17:00,Male,Park Lane,Dallas,Yes,Sporting,62.0,7,434.0,High,Cash,5
215114097,2018-01-26,Friday,January,2026-06-03 20:24:00,Female,Park Lane,Dallas,Yes,Fashion,4.0,6,24.0,Low,Card,5
543642731,2018-03-06,Tuesday,March,2026-06-03 15:48:00,Female,Park Lane,Dallas,No,Books,25.0,4,100.0,Low,Cash,1
481437943,2018-01-10,Wednesday,January,2026-06-03 14:35:00,Female,Brookfield,NewYork,No,Clothing,58.0,4,232.0,Medium,Gpay,3
124926696,2018-01-07,Sunday,January,2026-06-03 18:14:00,Male,Water Tower,Chicago,Yes,Groceries,36.0,5,180.0,Low,Cash,5
129896806,2018-01-27,Saturday,January,2026-06-03 17:16:00,Female,Brookfield,NewYork,No,Groceries,93.0,4,372.0,Medium,Card,2
706578333,2018-03-28,Wednesday,March,2026-06-03 11:12:00,Female,Water Tower,Chicago,No,Sporting,61.0,1,61.0,Low,Gpay,2
801334050,2018-01-21,Sunday,January,2026-06-03 20:18:00,Female,Park Lane,Dallas,No,Furniture,1.0,1,1.0,Low,Gpay,2
442630573,2018-03-14,Wednesday,March,2026-06-03 13:58:00,Female,Park Lane,Dallas,Yes,Furniture,42.0,4,168.0,Low,Card,4
7730990,2018-01-25,Thursday,January,2026-06-03 18:35:00,Male,Water Tower,Chicago,No,Groceries,8.0,7,56.0,Low,Cash,2
805244200,2018-01-28,Sunday,January,2026-06-03 19:55:00,Female,Water Tower,Chicago,Yes,Books,80.0,3,240.0,Medium,Card,4
458523449,2018-02-25,Sunday,February,2026-06-03 12:10:00,Female,Water Tower,Chicago,Yes,Clothing,43.0,1,43.0,Low,Card,1
762712864,2018-01-18,Thursday,January,2026-06-03 18:20:00,Female,Water Tower,Chicago,No,Books,31.0,5,155.0,Low,Gpay,3
660523948,2018-03-27,Tuesday,March,2026-06-03 18:51:00,Female,Park Lane,Dallas,No,Books,97.0,2,194.0,Low,Cash,4
336253887,2018-03-16,Friday,March,2026-06-03 13:14:00,Female,Brookfield,NewYork,No,Furniture,72.0,1,72.0,Low,Card,1
